event_time,cumulative_possession_away,cumulative_possession_home,avg_pass_length_home,avg_pass_duration_home,cumulative_num_passes_home,avg_pass_length_away,avg_pass_duration_away,cumulative_num_passes_away,cumulative_shots_attempted_home,cumulative_shots_attempted_away,location_x_home,location_y_home,location_x_away,location_y_away,time_to_home_goal,time_to_away_goal
2764,52.36206099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.869925285714288,1.930455428571429,14.0,0.0,0.0,54.9,42.9,23.8,34.6,,2802.0
2765,52.36206099999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.869925285714288,1.930455428571429,14.0,0.0,0.0,54.9,42.9,23.8,34.6,,2801.0
2766,53.55882899999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.869925285714288,1.930455428571429,14.0,0.0,0.0,54.9,42.9,102.7,70.5,,2800.0
2767,53.55882899999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.869925285714288,1.930455428571429,14.0,0.0,0.0,54.9,42.9,102.7,70.5,,2799.0
2768,54.86681199999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.535639500000002,1.8889572666666672,15.0,0.0,0.0,54.9,42.9,98.2,73.0,,2798.0
2769,56.67153299999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.535639500000002,1.8889572666666672,15.0,0.0,0.0,54.9,42.9,92.7,59.2,,2797.0
2770,56.67153299999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.535639500000002,1.8889572666666672,15.0,0.0,0.0,54.9,42.9,92.7,59.2,,2796.0
2771,58.54931699999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.52532428125,1.8882589375000003,16.0,0.0,0.0,54.9,42.9,96.3,55.9,,2795.0
2772,58.54931699999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.52532428125,1.8882589375000003,16.0,0.0,0.0,54.9,42.9,96.3,55.9,,2794.0
2773,60.01032999999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.100797029411765,1.863126823529412,17.0,0.0,0.0,54.9,42.9,114.4,62.8,,2793.0
2774,60.01032999999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.100797029411765,1.863126823529412,17.0,0.0,0.0,54.9,42.9,5.0,46.6,,2792.0
2775,60.01032999999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,20.100797029411765,1.863126823529412,17.0,0.0,0.0,54.9,42.9,5.0,46.6,,2791.0
2776,60.79880599999999,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.35197127777778,1.8034240000000006,18.0,0.0,0.0,54.9,42.9,89.6,44.2,,2790.0
2777,62.940555999999994,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.35197127777778,1.8034240000000006,18.0,0.0,0.0,54.9,42.9,93.7,49.4,,2789.0
2778,62.940555999999994,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,19.35197127777778,1.8034240000000006,18.0,0.0,0.0,54.9,42.9,93.7,49.4,,2788.0
2779,63.490841999999994,7.548242999999999,25.619963066666667,2.0782779999999996,3.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,54.9,42.9,93.7,47.9,,2787.0
2780,63.490841999999994,9.355661,25.619963066666667,2.0782779999999996,3.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,20.9,26.1,105.2,65.0,,2786.0
2781,63.490841999999994,10.697752999999999,22.18566255,1.73938775,4.0,18.765730894736844,1.7374693684210532,19.0,0.0,0.0,23.0,23.1,105.2,65.0,,2785.0
